name,tax_id,irs_name,street_address,city,state,zip,affiliation,website,advertises_apr,facebook,twitter,youtube,instagram,tiktok,donor_website,other_names
ABUNDANT HOPE PREGNANCY RESOURCE CENTER,27-3350613,Abundant Hope Pregnancy Resource Center,152 Emory St Unit 4,Attleboro,MA,02703,Heartbeat International,https://ahprc.org/ No,,https://www.facebook.com/AbundantHopePRC,,,,,,
BOSTON PREGNANCY CENTER,22-2474290,Daybreak Inc,"120 Lincoln St, Suite 1A",Boston,MA,02111,Care Net,http://www.bostonpregnancychoices.org/ No,,https://www.facebook.com/BostonPregnancyCenter/,,https://www.instagram.com/bostonpregnancy/,,,,
PREGNANCY HELP - BRIGHTON,,,"77 Warren St, Suite 430",Brighton,MA,02135,Archdiocese of Boston,https://www.pregnancyhelpboston.org/ No,,,,,,,,
PREGNANCY HELP - BROCKTON,,,439 West St,Brockton,MA,02301,Archdiocese of Boston,https://www.pregnancyhelpboston.org/ No,,,,,,,,
YOUR OPTIONS MEDICAL- BROOKLINE,22-3196616,A Womans Concern Inc,"1180 Beacon St, Suite 5D",Brookline,MA,02446,Heartbeat International,https://youroptionsma.org/ Yes,,,,,,,,
HEARTBEAT PREGNANCY HELP CENTER,04-3220314,Heartbeat Ministries,113 Winn St,Burlington,MA,01803,,https://pregnancyma.com/ Yes,,https://www.facebook.com/HeartbeatBurlington,,,,,,
BETHLEHEM HOUSE PREGNANCY CARE CENTER,47-1694824,Bethlehem House,33 Knipfer Ave,Easthampton,MA,01027,Diocese of Springfield,http://www.bethlehemhousewma.org/ No,,,,,,,,
YOUR OPTIONS MEDICAL - FALL RIVER,22-3196616,A Womans Concern Inc,25 North Main St,Fall River,MA,02720,Heartbeat International,https://youroptionsma.org/ Yes,,https://www.facebook.com/YourOptionsMA/,,https://www.instagram.com/youroptionhstmtpes:d//icpaalr/tnersofyom.org/,,,,
BIRTHRIGHT OF FALMOUTH,04-3054871,Birthright of Falmouth,320 Gifford St,Falmouth,MA,02540,Birthright International,https://birthright.org/falmouth No,,,,,,,,
"CARE NET PREGNANCY RESOURCE CENTER OF NORTH CENTRAL MASSACHUSETTS, INC.",04-2597799,Care Net Net Pregnancy Resource Center of North Central Massachusetts,"515 Main St, Suite 1000",Fitchburg,MA,01420,Care Net,https://carenetfitchburg.net/ No,,https://www.facebook.com/Care,NetFitchburg,,,,,
BIRTHRIGHT OF FRAMINGHAM,04-2684933,Birthright of Framingham,79A Main St,Framingham,MA,01702,Birthright International,http://birthright.org/framingham No,,,,,,,,
ALTERNATIVES PREGNANCY CENTER,01-2930736,Alternatives-A Crisis Pregnancy Center,466 Main St,Greenfield,MA,01301,Heartbeat International,https://alternativespregnancy.com/ No,,,,,,,,
PREGNANCY CARE CENTER - HAVERHILL,22-2630861,Pregnancy Care Center of the Merrimack Valley,107 Merrimack St,Haverhill,MA,01830,Heartbeat International,http://www.pccnortheast.org/ No,,,,https://www.instagram.com/pregnancyhctatprse:c//epnctcefrrnieonrtdhse.oarsgt/,,,,
YOUR OPTIONS MEDICAL- HYANNIS,22-3196616,A Womans Concern Inc,"724 Main St, Unit H",Hyannis,MA,02601,Heartbeat International,https://youroptionsma.org/ Yes,,,,,,,,
PREGNANCY CARE CENTER - LAWRENCE,22-2630861,Pregnancy Care Center of the Merrimack Valley,124 Ames St,Lawrence,MA,01841,Heartbeat International,http://www.pccnortheast.org/ No,,,,https://www.instagram.com/pregnancyhctatprse:c//epnctcefrrnieonrtdhse.oarsgt/,,,,
PREGNANCY CARE CENTER - LOWELL,22-2630861,Pregnancy Care Center of the Merrimack Valley,"151 Warren St, Suite 200",Lowell,MA,01852,Heartbeat International,https://pccnortheast.org/ No,,,,https://www.instagram.com/pregnancyhctatprse:c//epnctcefrrnieonrtdhse.oarsgt/,,,,
BETHANY CHRISTIAN SERVICES- MARLBOROUGH,,,"2 Mt Royal Ave, Suite 360",Marlborough,MA,01752,Bethany Christian Services,https://bethany.org/locations/us/ma/marlborough No,,,,,,,,
BIRTHRIGHT OF HUDSON-MARLBOROUGH,51-0201165,Birthright of Hudson-Marlborough,277 Main St,Marlborough,MA,01752,Birthright International,https://birthright.org/marlborough/ No,,https://www.facebook.com/birthrightmarlborough/,,,,,,
FIRST CONCERN PREGNANCY RESOURCE CENTER,04-3091048,First Concern Pregnancy Resource Center,91 Main St Suite 101 & 102,Marlborough,MA,01752,"Care Net, Heartbeat International",https://firstconcern.org/ Yes,,https://www.facebook.com/firstconcern/,,https://www.instagram.com/firstconcernprc/,,,,
BOSTON PREGNANCY CHOICES- NATICK,,,61 South Ave,Natick,MA,01760,Archdiocese of Boston,https://www.pregnancyhelpboston.org/ No,,,,,,,,
BIRTHRIGHT OF NEW BEDFORD,04-6356854,Birthright of New Bedford,110 Summer St,New Bedford,MA,02740,Birthright International,http://birthright.org/newBedford No,,,,,,,,
NEW DIRECTION WOMEN'S CENTER,45-4013930,Northern Berkshire Pregnancy Support Center Inc,11 Grove St,Pittsfield,MA,01201,Heartbeat International,http://www.newdirectionpc.org/ No,,https://www.facebook.com/NewDirectionPC/,,,,,https://friendsofnewdirectionpc.org/about-us/,
PREGNANCY SUPPORT SERVICES OF BERKSHIRE COUNTY,23-7288887,Pregnancy Support Services of Berkshire County,34 Depot St,Pittsfield,MA,01201,,https://www.pregnancysupportservices-berk.com/ No,,https://www.facebook.com/hptrtopfsil:e//.xp.hcpo?mid/P=r1e0g0n0a6n9c6y9S2u2p3S3e8r64,,,,,,
YOUR OPTIONS MEDICAL - REVERE,22-3196616,A Womans Concern Inc,103 Broadway,Revere,MA,02151,Heartbeat International,https://youroptionsma.org/ Yes,,https://www.facebook.com/YourOptionsMA/,,https://www.instagram.com/youroptionhstmtpes:d//icpaalr/tnersofyom.org/,,,,Your Options
CLEARWAY CLINIC- SPRINGFIELD,04-3532986,Clearway Clinic,1259 East Columbus Ave,Springfield,MA,01105,Heartbeat International,http://clearwayclinic.com/ Yes,,,,,,,,
SPRINGFIELD PREGNANCY CARE CENTER,04-2875170,Springfield Pregnancy Care Center,704 Sumner Ave,Springfield,MA,01108,Heartbeat International,http://www.springfieldpcc.org/ No,,https://www.facebook.com/springfieldpcc/?ref=ts,,http://www.springfieldpcc.org/,,,,
BIRTHRIGHT OF TAUNTON,51-0155754,Birthright of Greater Taunton,468 Bay St.,Taunton,MA,02780,Birthright International,https://birthright.org/taunton No,,,,http://birthright.org/taunton,,,,
CLEARWAY CLINIC - WORCESTER,04-3532986,Clearway Clinic,358 Shrewsbury St,Worcester,MA,01604,Heartbeat International,http://clearwayclinic.com/ Yes,,https://www.facebook.com/hCttlepas:r/w/tawyitCtelirn.cico/m/clearwayclinic,,https://www.instagram.com/clearwayclinic/?hl=en,,,,
PROBLEM PREGNANCY,04-2781134,Problem Pregnancy Of Worcester Inc,495 Pleasant St,Worcester,MA,01609,Heartbeat International,http://www.problempregnancy.org/ Yes,,https://www.facebook.com/p/Problem-Pregnancy-of-Worcester-Inc-100054552426031/?paipv=0&eav=AfYpUlYht1tpPs4:L//qpGpwghdIoUn_axtiXowns7.doJrg0/F?pfbzczl2ida=rCIwxZwX2hlv0JbAg1NVh0ZMW30ZCFMg9TkEbA8ArURF1JlQpvMnAut39GtnslVdYbt&Ip_cR-DoazddrXmMKkNHfWo-HrG0pxeCxKm01YJNERbYAx9paB3g_aem_ipsQuMjnBCW_SCcLM8LJOA,,,,,,
CARE PREGNANCY CENTER OF LENAWEE,38-2240041,Care Pregnancy Center of Lenawee,308 North Broad St,Adrian,MI,49221,Care Net,http://cpclenawee.com/ Yes,,https://www.facebook.com/hctptpcso:f/l/etwnaitwteer.ec/om/cpcoflenawee,,,,,,
POSITIVE OPTIONS - ALLEGAN,38-3046882,Lakeshore Pregnancy Center Positive Options LPC,114 Chestnut St,Allegan,MI,49010,"Care Net, Heartbeat International",http://www.mypositiveoptions.org/ Yes,,https://www.facebook.com/hptotpssit:i/v/etwoipttteior.ncso/m/mypositiveoptio,,https://www.instagram.com/positiveophtitotpnss:///www.lpcenters.com/ways-to-donate-now,,,,
POSITIVE OPTIONS - ALLENDALE,38-3046882,Lakeshore Pregnancy Center Positive Options LPC,4623 Lake Michigan Dr,Allendale,MI,49401,"Care Net, Heartbeat International",http://www.mypositiveoptions.org/ Yes,,https://www.facebook.com/hptotpssit:i/v/etwoipttteior.ncso/m/mypositiveoptio,,https://www.instagram.com/positiveophtitotpnss:///www.lpcenters.com/ways-to-donate-now,,,,
PREGNANCY SERVICES OF GRATIOT COUNTY,38-2692260,Pregnancy Services Of Gratiot County,322 East Downie St,Alma,MI,48801,Heartbeat International,https://psgratiot.com/ No,,https://www.facebook.com/pregnancyservicesofgratiotcounty,,https://www.instagram.com/pregnancyservicesgratiot/,,,,
OPTIONS PREGNANCY CENTER,38-2978727,Options Pregnancy Center,233 Cavanaugh St,Alpena,MI,49707,Care Net,http://optionspregnancycenter.org/ Yes,,https://www.facebook.com/optionspregnancycenteralpena/?ref=aymt_homepage_panel,,,,,,
ARBORWOMAN HEALTH,23-7206334,ArborWoman,"24 Frank Lloyd Wright Dr, Suite L2300",Ann Arbor,MI,48104,Heartbeat International,https://emmaushealthpartners.org/arborwoman/ No,,https://www.facebook.com/ArborWoman/,,https://www.instagram.com/arborwoman/,,,,
PREGNANCY HELP CLINIC - ANN ARBOR,38-2091946,Pregnancy Helpline,3125 Professional Dr,Ann Arbor,MI,48104,Heartbeat International,http://www.pregnancyhelpclinic.com/ Yes,,,,,,,,
CROSSROADS CARE CENTER,38-2509159,Crossroads Pregnancy Center Inc,3205 South Blvd,Auburn Hills,MI,48326,Heartbeat International,https://crossroadscarecenter.org/ Yes,,https://www.facebook.com/CrossRoadsCareMI/?hrtetpf=st:s//www.youtube.comht/tupsse:/r//wcrwowss.iRnsotaadgsrparme.gcnoamn/ccyrossRoadscarecenter,,,,,,
POSITIVE ALTERNATIVES - BAD AXE,38-3082355,Positive Alternatives,132 East Huron Ave,Bad Axe,MI,48413,Care Net,http://www.mypositivealternative.com/ No,,https://www.facebook.com/positive.alternatives.9,,https://www.instagram.com/PositiveAlternativesMI,,,,
ALTERNATIVES CARE CENTER - BATTLE CREEK,38-2850563,Alternatives of Kalamazoo Crisis Pregnancy Center,"1346 West Columbia Ave, Suite 106",Battle Creek,MI,49015,Heartbeat International,http://www.alternativescc.org/ No,,,,,,,,
LIFE CLINIC COMMUNITY RESOURCES- BAY CITY,38-2750072,Lifeclinic Community Resources,2360 Midland Rd,Bay City,MI,48706,Heartbeat International,https://lifeclinic.org/ No,,,,,,,,
CARE NET PREGNANCY CENTER - BERKLEY,38-2658986,Care Net Pregnancy Center Berkley,2826 Coolidge Hwy,Berkley,MI,48072,Care Net,https://www.carenetberkleydetroit.org/ Yes,,https://www.facebook.com/hCttaprse:,/N/twetipttreerg.cnoamnc/Cycaeren,tNerebtbeerkrlkedyedtetroit/ https://www.instagram.com/Care,,Netberkleydetroit/,,
LIFE RESOURCES OF NORTHERN MICHIGAN - BIG RAPIDS,38-3580489,Life Resources of Northern Michigan,14321 Northland Dr,Big Rapids,MI,49307,Care Net,https://www.liferesourcesnm.org/ Yes,,,,,,,,
PREGNANCY HELP CLINIC- BRIGHTON,38-2091946,Pregnancy Helpline,"7743 West Grand River Ave, Suite 101",Brighton,MI,48114,Heartbeat International,http://www.pregnancyhelpclinic.com/ Yes,,,,,,,,
LIFE RESOURCES OF NORTHERN MICHIGAN - CADILLAC,38-3580489,Life Resources of Northern Michigan,909 South Carmel St,Cadillac,MI,49601,Care Net,https://www.liferesourcesnm.org/ Yes,,,,,,,,
POSITIVE ALTERNATIVES - CARO,38-3082355,Positive Alternatives,1596 East Caro Road,Caro,MI,48723,Care Net,http://www.mypositivealternative.com/ No,,https://www.facebook.com/positive.alternatives.9,,,,,,
ASSURE WOMEN'S CENTER,20-8220509,Alpha Family Center of Cedar Springs Incorporated,6 North 1st St,Cedar Springs,MI,49319,Heartbeat International,https://assurewomen.org/ Yes,,https://www.facebook.com/AlphafamilycenterCS/,,,,,,Assure Women's Center
COMPASSION PREGNANCY CENTER,38-3130795,Compassion Pregnancy Center,"37540 Gratiot Ave, Suite 100",Clinton Township,MI,48036,Heartbeat International,https://compassionpregnancy.org/ No,,,,,,,https://compassionpregnancyfriends.org/,
BEGINNINGS CARE FOR LIFE CENTER,38-3349217,Beginnings Care for Life Center,16 North Clay St,Coldwater,MI,49036,"Care Net, Heartbeat International",http://www.beginningscare.com/ No,,https://www.facebook.com/hbtetpgsin:/n/tgwsicttaerre.cfoormlif/eBceegn_tCera/?refr_e4f=_tLsife,,https://www.instagram.com/beginningscareforlifecenter/,,,,
LENNON PREGNANCY CENTER,38-3079057,The Lennon Pregnancy Center,24275 Ann Arbor Trail,Dearborn Heights,MI,48127,Heartbeat International,http://lennoncenter.org/ No,,,,,,,https://support-lennoncenter.org/,
CARE NET PREGNANCY CENTER - DETROIT,38-2658986,Care Net Pregnancy Center Berkley,13864 Grand River Ave,Detroit,MI,48227,Care Net,https://www.carenetberkleydetroit.org/ Yes,,https://www.facebook.com/hCttaprse:,/N/twetipttreerg.cnoamnc/Cycaeren,tNerebtbeerkrlkedyedtetroit/ https://www.instagram.com/Care,,Netberkleydetroit/,,
BETHANY CHRISTIAN SERVICES - EAST LANSING,,,"612 West Lake Lansing Rd, Suite 600",East Lansing,MI,48823,Heartbeat International,https://bethany.org/locations/us/michigan/east-lansing No,,,,,,,,
SP WOMEN'S CENTER - DOWNTOWN,38-2205571,Pregnancy Services of Greater Lansing,831 North Washington Ave,East Lansing,MI,48823,Heartbeat International,https://spwomenscenter.com/ No,,https://www.facebook.com/people/SP-Womens-Center/10005705774588h3tt/ps://www.instagram.com/sp_womens_center/,,,,,,
HARBOR LIGHTS PREGNANCY AND INFORMATION CENTER,27-2783569,Harbor Lights Pregnancy and Information Center,310 Newman St,East Tawas,MI,48730,Heartbeat International,https://www.pregnancyhelpandsupport.org/ No,,https://www.facebook.com/harborlightspregnancycenter,,,,,,
PREGNANCY AID DETROIT,23-7377830,Pregnancy Aid of Eastern Wayne County,15847 East 8 Mile Rd,Eastpointe,MI,48021,Heartbeat International,http://www.pregnancyaiddetroit.org/ No,,,,,,,,
GOOD SAMARITAN FAMILY SERVICES,38-3469219,Good Samaritan Family Services,9100 Pleasant Hill Rd,Ellsworth,MI,49729,,http://www.thegoodsam.org/services/ No,,,,,,,,
PREGNANCY SERVICES OF DELTA COUNTY,38-2579636,Pregnancy Services of Delta County,2501 1st Ave North,Escanaba,MI,49829,Heartbeat International,http://www.pregnancyservicesdc.org/ Yes,,https://www.facebook.com/FriendsofPregnancyServicesDC/,,,,,,
ANOTHER WAY PREGNANCY CENTER,38-2563847,Another Way Pregnancy Center,"28552 Orchard Lake Rd, Suite 300",Farmington Hills,MI,48334,Care Net,http://answers4pregnancy.com/ No,,,,,,,https://awpcfriends.org/,
HEARTBEAT OF GREATER FLINT,23-7164409,Heart Beat of Greater Flint,320 East 4th St,Flint,MI,48502,,https://heartbeatflint.com/ No,,https://www.facebook.com/Heartbeat-of-Greater-Flint-592792484084540/,,,,,,
PREGNANCY RESOURCE CENTER OF FLINT,38-2669723,Pregnancy Resource Center of Flint,3404 South Saginaw St,Flint,MI,48503,,https://prcflint.org/ No,,,,,,,,
PREGNANCY HELP CLINIC - FLINT,38-2091946,Pregnancy Helpline,3388 Flushing Rd,Flint,MI,48504,Heartbeat International,http://www.pregnancyhelpclinic.com/ Yes,,,,,,,,
INSIGHT PREGNANCY & FAMILY SERVICES,20-5937038,Alpha Family Center Of Newaygo,1007 West Main St,Fremont,MI,49412,,https://www.insightpregnancy.com/ Yes,,https://www.facebook.com/InsightPregnancy,,https://www.instagram.com/insight_pregnancy_services/,,,,
NEW LIFE PREGNANCY RESOURCE CENTER,38-2879908,Crossroads Ministries Inc,705 South Otsego Ave,Gaylord,MI,49735,Heartbeat International,https://gaylordnewlife.com/ No,,https://www.facebook.com/newlifeprc.Gaylord/,,https://www.instagram.com/newlifeprch/ttps://friendsofnewlife.com/,,,,
POSITIVE OPTIONS - GRAND HAVEN,38-3046882,Lakeshore Pregnancy Center Positive Options LPC,"700 Washington Ave, Suite 130",Grand Haven,MI,49417,"Care Net, Heartbeat International",http://www.mypositiveoptions.org/ Yes,,https://www.facebook.com/positiveoptions/,,https://www.instagram.com/positiveophtitotpnss:///www.lpcenters.com/ways-to-donate-now,,,,
BETHANY CHRISTIAN SERVICES - GRAND RAPIDS,,,901 Eastern Ave NE,Grand Rapids,MI,49501,Bethany Christian Services,https://www.bethany.org/grand-rapids No,,,,,,,,
PREGNANCY RESOURCE CENTER,38-2591608,Pregnancy Resource Center,415 Cherry St SE,Grand Rapids,MI,49503,"Care Net, Heartbeat International",https://prcgr.org/ Yes,,https://www.facebook.com/prcgrandrapids/,,https://www.instagram.com/prcgrandrahpttipdss://?/phrlc=feonrlife.org/,,,,
HELP PREGNANCY AID,23-7314063,Help Pregnancy Crisis Aid Inc,705 Bridge St NW,Grand Rapids,MI,49504,Heartbeat International,http://helppregnancy.org/ Yes,,https://www.facebook.com/hHtteplps:P//rtewgitntearn.ccoym/HelpPCA,,https://www.instagram.com/helppca/https://supporthelppregnancy.org/705-happenings/,,,,
ALPHA GRAND RAPIDS,38-2867495,Alpha Grand Rapids,1725 Division Ave South,Grand Rapids,MI,49507,Heartbeat International,https://alphagrandrapids.org/ No,,,,,,,,
ALPHA FAMILY SERVICES OF GREENVILLE,20-8016914,Alpha Family Services of Greenville,705 North Hillcrest St,Greenville,MI,48838,Heartbeat International,https://www.alphafamilyservices.org/ Yes,,https://www.facebook.com/alphafamilyservices,,https://www.instagram.com/alphagforkhidttsp/s://partner.alphafamilyservices.org/,,,,
CARE CLINIC - GWINN,38-2160326,Care Clinic,330 Fortress St,Gwinn,MI,49841,Heartbeat International,http://www.careclinicmqt.org/ Yes,,https://www.facebook.com/CareClinicMqt,,https://www.instagram.com/careclinicmhtqtpt/s://partner.careclinicmqt.org/,,,,
LIFE OUTREACH CENTER - HANCOCK,38-2422975,Life Outreach Center of Houghton County,300B Quincy St,Hancock,MI,49930,Heartbeat International,http://www.lifeoutreachcenter.org/ Yes,,,,,,,,
HOPE PREGNANCY CENTER,35-2350081,Hope Pregnancy Center,3287 N Clare Ave,Harrison,MI,48625,Heartbeat International,http://www.hopeinharrison.org/ Yes,,,,,,,,
ALPHA WOMEN'S CENTER,14-1987397,ALPHA WOMENS CENTER OF BARRY COUNTY,533 West State St,Hastings,MI,49058,,https://www.alphabarrycounty.org/ No,,https://www.facebook.com/alphabarrycounty/?paipv=0&eav=AfYmgqNIVtDDPvO2nSz9LeAs_5DHbcwJHtD3f8qKbSZOAkJx84hSwE3sv9O3VviELj8&_Roadr,,,,,,
HELPING HANDS PREGNANCY RESOURCE CENTER,38-2680162,Crisis Pregnancy Center Of Hillsdale County Inc,46 South Howell St,Hillsdale,MI,49242,,https://helpinghandsprc.org/ No,,https://www.facebook.com/hhprchillsdale,,,,,,Helping Hands PRC
POSITIVE OPTIONS - HOLLAND,38-3046882,Lakeshore Pregnancy Center Positive Options LPC,339 South River Ave,Holland,MI,49423,"Care Net, Heartbeat International",https://www.mypositiveoptions.org/ Yes,,https://www.facebook.com/positiveoptions/,,https://www.instagram.com/positiveophtitotpnss:///www.lpcenters.com/ways-to-donate-now,,,,
BETHANY CHRISTIAN SERVICES - HOLLAND,,,11335 James St,Holland,MI,49424,Bethany Christian Services,https://www.bethany.org/holland No,,,,,,,,
PREGNANCY SERVICES OF IONIA COUNTY,38-2994938,Pregnancy Services of Ionia County,217 West Main St,Ionia,MI,48846,Care Net,http://www.psicionia.org/ No,,https://www.facebook.com/PositiveSolutionsInformedChoices,,https://www.instagram.com/psicpositivesolutions/,,,,
WALK OF LIFE PREGNANCY SERVICES,65-1288814,Walk of Life Pregnancy Services,1018 Cedar Ave,Iron Mountain,MI,49801,Heartbeat International,http://www.wolpregnancyservices.com/ Yes,,https://www.facebook.com/profile.php?id=100064283816107,,,,,,
NEW BEGINNINGS PREGNANCY SUPPORT SERVICES,06-1753587,New Beginnings Pregnancy Support Services,126 West Aurora St,Ironwood,MI,49938,"Care Net, Heartbeat International",http://ironwoodpregnancy.org/ No,,https://www.facebook.com/NewBeginningspregnancy,,,,,,
CARE CLINIC - ISHPEMING,38-2160326,Care Clinic,325 South Pine St,Ishpeming,MI,49849,Heartbeat International,http://www.careclinicmqt.org/ Yes,,https://www.facebook.com/CareClinicMqt,,,,,,
CENTER FOR WOMEN PREGNANCY SERVICES,38-2753494,Center for Women Pregnancy Counseling Services,500 Lansing Ave,Jackson,MI,49201,,http://www.jacksonpregnancy.com/ No,,,,,,,,
BIRTHLINE PREGNANCY & PARENTING CENTER,23-7181147,Birthline of Jackson,"1000 East Porter St, Suite 1",Jackson,MI,49202,Heartbeat International,http://www.birthlinejackson.org/ No,,https://www.facebook.com/hbtitrpthsl:i/n/tewjaitctekrs.oconm?r/eBf=irtshtrJeaacmkson,,,,,,
ALTERNATIVES CARE CENTER- KALAMAZOO,38-2850563,Alternatives of Kalamazoo Crisis Pregnancy Center,"4200 West Michigan Ave, Suite 100",Kalamazoo,MI,49006,Heartbeat International,http://www.alternativescc.org/ No,,,,,,,,
BETHANY CHRISTIAN SERVICES - SOUTHWEST MICHIGAN,,,6687 Seeco Dr,Kalamazoo,MI,49009,Bethany Christian Services,https://bethany.org/locations/us/michigan/southwest-michigNaon,,,,,,,,
ALPHA CARE CENTER- LAKE ODESSA,06-1809255,Alpha Care Center,1040 Fourth Ave,Lake Odessa,MI,48849,Heartbeat International,https://alphacarecenter.org/ Yes,,https://www.facebook.com/afclowell,,,,,,
SP WOMEN'S CENTER - SOUTH,38-2479382,Pregnancy Services of Greater Lansing,5525 South MLK Jr. Blvd,Lansing,MI,48911,"Care Net, Heartbeat International",https://spwomenscenter.com/ No,,https://www.facebook.com/people/SP-Womens-Center/10005705774588h3tt/ps://www.instagram.com/sp_womens_center/,,,,,,SP Women's Center
SP WOMEN'S CENTER - DOWNTOWN,38-2479382,Shared Pregnancy Women's Center,831 North Washington Ave,Lansing,MI,48933,"Care Net, Heartbeat International",https://spwomenscenter.com/ No,,https://www.facebook.com/sharedpregnancy,,https://www.instagram.com/sharedpregnancy/,,,,
